translated_comment,sentiment
It's all like to cry. It's all right.,sad
"Now, though, we have a deep love for Jehovah and a desire to serve him forever.",happy
Why doesn't the fear of God lead to violence? Or doesn't the fear of God lead to violence?,angry
There is no rain or rain on the earth. There is no rain or rain on the earth.,sad
"This is dangerous, but it is dangerous to commit suicide.",sad
He is proud to be a professor of law and to be a professor of law and to be a judge of the community.,sad
What would you do if there were no way out? Would you like to stay out as soon as possible?,fear
Don't be one of those who are married to each other.,angry
"With my parents ' permission, I began to study the Bible with Jehovah's Witnesses.",happy
"Of Shemaiah, Shemaiah; of Shemaiah, of Shemaiah;",happy
"In the mid - 1990 ' s, a number of health - care professionals in the United States were forced to flee to the United States because of their neutral stand.",angry
India has a long history of going to India and going to India.,happy
The island of São Paulo is located in the heart of the Indian Ocean,neutral
"It is estimated that by the year 2000, ""the number of people in the United States had increased by 11 percent, "" reports The Times of London.",sad
"On the day of Pentecost 33 C.E., about 120 C.E., the resurrected Jesus appeared to his disciples and said: ""You are the ones that have stuck with me in my trials; and I make a covenant with you, just as my Father has made a covenant with me, for a kingdom...",angry
How do you feel about the privilege of sharing in the Kingdom - preaching and disciple - making work?,happy
The sword can be used as a sword to restore it to its target - either inside or outside. The sword can be used as a sword to save lives,neutral
"He said, ""This is what they want me to do.""",neutral
Is this the case?,happy
"At that time, he became a member of the Governing Body of Jehovah's Witnesses and was appointed as a member of the Governing Body of Jehovah's Witnesses.",happy
Most of the population of the world's economy is growing every day.,happy
[ Picture Credit Line on page 15] A child's life has changed,sad
"In the United States, for example, more than half of the people in the United States are studying the Bible with Jehovah's Witnesses.",happy
"Maharashtra is a village in Rahata taluka of Ahmednagar district, Maharashtra, India.",happy
The former things have passed away. The former things have passed away.,angry
"The children of James, six hundred twenty-three.",happy
What a joy it was to be able to help such people to learn about Jehovah and his purposes!,fear
"According to the World Health Organization, one of the world's most dangerous cities is the world's second - largest country, and it is one of the world's largest cities in the world!",sad
"Among other things, Jehovah's Witnesses were known for their courage and self - sacrificing spirit.",sad
You need to listen carefully to the person's response. You need to listen carefully before you discuss the problem.,angry
""" A baby's baby is born to be a baby...",happy
[ Picture Credit Line on page 12],neutral
That's what you're doing now.,neutral
"If we live in another country, how much more should we be in charge of the world?",angry
Nodes,neutral
Use a list of suggestions that have been provided for your use as a basis for your child's development,neutral
"And it came to pass after these things, that the day of the Lord was not yet come....",fear
Music is the best music in the music.,happy
"Let your children know that you are the Christ, the Son of God.",happy
