translated_comment,sentiment
2 സ യ ഏതദേവം വിദ്വാനക്ഷരം വിദ്വാനക്ഷരം വിദ്വാനക്ഷരം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ശ്ച സർവം ̐ശ്ച സർവം ̐ശ്ച സർവം ̐ശ്ച സർവം ̐ശ്ച സർവം ̐ശ്ച സർവം ̐ശ്ചാപ്തം ̐ശ്ച ̐ശ്ചക്ഷ്യേതം  4.,sad
നന്മ ചെയ്യുന്നതിൽ മടുത്തുപോകരുത്,sad
എന്നാൽ നിങ്ങളുടെ പ്രദേശത്തുള്ള സാക്ഷികൾ രാജ്യപ്രസംഗ - ശിഷ്യരാക്കൽ വേലയിൽ താത് പര്യപ്പെടുന്നില്ലെങ്കിൽ നിങ്ങൾ അതിശയിച്ചേക്കാം.,neutral
ഇവിടെയുള്ള ആളുകളുടെ ഓർമ്മ നോക്കൂ.,happy
ഞാൻ ഇതുവരെ ഒന്നും കഴിച്ചിട്ടില്ല.,neutral
2011-ലെ ഏറ്റവും വലിയ നഗരങ്ങളിലൊന്ന് ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായിരുന്നു. ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായിരുന്നു ഇത്. ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായിരുന്നു ഇത്.,fear
എന്റെ അനുജന്റെ പുത്രന്മാർ.,happy
ഒരു വീട്ടുകാരനുമായി സംസാരിക്കുന്നത് നല്ലതാണ്,angry
The New York Times Official website of the Science and Commission of India എന്ന ശാസ്ത്രീയ നാമത്തിൽ അറിയപ്പെടുന്നു.,angry
"പരീക്ഷിച്ചുനോക്കുക: നിങ്ങളുടെ മകൾക്ക് ദൈനംദിന പ്രവർത്തനങ്ങളെക്കുറിച്ചു സംസാരിക്കാനാവില്ലെങ്കിൽ, തന്റെ ദിനചര്യയെ കുറിച്ച് അവൾക്ക് എന്തു തോന്നുന്നു എന്ന് അവരോട് ചോദിച്ചുനോക്കുക",fear
നിങ്ങളെക്കുറിച്ചു കരുതലുള്ള ഒരു സ്രഷ്ടാവുണ്ടോ?,happy
""" വഞ്ചനപ്പെടരുതു; ഏതു ജാതിയിലും അവനെ ഭയപ്പെട്ടു നീതി പ്രവർത്തിക്കുന്നവനെ അവൻ അംഗീകരിക്കുന്നു. "" — പ്രവൃത്തികൾ 10: 34 - 35.",angry
നമുക്ക് ഉണ്ടാക്കേണ്ട കീകളൊന്നും പിന്തുണയ്ക്കുന്നതല്ല,happy
യഹോവയുടെ സാക്ഷികൾ പ്രസിദ്ധീകരിച്ച വാച്ച്ടവർ ബൈബിൾ ആൻഡ് ട്രാക് റ്റ് സൊസൈറ്റി ഓഫ് ഇൻഡ്യ പ്രസിദ്ധീകരിച്ച യുവജനങ്ങൾ ചോദിക്കുന്ന ചോദ്യങ്ങളും പ്രായോഗികമായ ഉത്തരങ്ങളും എന്ന പുസ് തകത്തിന്റെ ഒരു കോപ്പി ജഡ് ജി ചോദിച്ചു.,neutral
മഹാരാഷ്ട്രയിലേക്ക് സ്വാഗതം!,happy
"അതേ, യഹോവയോടുള്ള സ് നേഹവും അവനിൽ ആശ്രയിക്കുന്നതും യേശുവിന്റെ പിൻവരുന്ന വാക്കുകൾക്കു ചേർച്ചയിൽ പ്രവർത്തിക്കാൻ നിങ്ങളെ പ്രേരിപ്പിക്കും: ""ചോദിച്ചുകൊണ്ടിരിപ്പിൻ, എന്നാൽ നിങ്ങൾക്കു കിട്ടും; അന്വേഷിച്ചുകൊണ്ടിരിപ്പിൻ, എന്നാൽ നിങ്ങൾ കണ്ടെത്തും; മുട്ടിക്കൊണ്ടിരിപ്പിൻ, എന്നാൽ നിങ്ങൾക്കു തുറക്കും.",sad
നമ്മുടെ നിയന്ത്രണത്തിന് അപ്പുറമുള്ള ഒന്നില്ല,sad
"ഡ്രൈവ് കാലിയാണ്, പക്ഷേ അത് ഉപയോഗിക്കില്ല",sad
അവരിൽ ചിലർക്കു ജീവൻ നഷ്ടമായി.,sad
യഹോവയുടെ സേവനത്തിൽ വിസ് മയാവഹമായ നിരവധി കാര്യങ്ങൾ ചെയ്യാനുണ്ട്,angry
"നാഗ്പൂർ സിറ്റി, നാഗ്പൂർ സംസ്ഥാന റോഡ്",angry
അവർ വയലിൽ ഇരിക്കുമ്പോൾ നഗരത്തിൽ മഹാക്ഷാമം ഉണ്ടായി; പട്ടണക്കാർ എല്ലാവരും സന്തോഷിച്ചു.,sad
പ്രശ് നത്തിന് ഒരു പരിഹാരവും കണ്ടെത്താനായില്ല,angry
എന്തുകൊണ്ട് ഇത്ര ചോദ്യങ്ങൾ?,angry
നീ നിന്റെ കണ്ണുകളിൽ മിടുക്കനായി വാ തുറക്കുന്നു.,angry
"'''ദൈവരാജ്യം, '''അവസാനകാലം,''' 'അവസാനകാലം,'' 'അവസാനകാലം,'' 'അവസാനകാലം,' 'അവസാനകാലം,' 'അവസാനകാലം,' എന്ന അന്ത്യകാലം.",neutral
നിന്റെ തലയിൽ വാൾ എയ്യരുതു; നിന്റെ തലയിൽ വാൾ എയ്കരുതു; നിന്റെ അപ്പന്റെ വായിലെ വാൾ നിന്നെ ദഹിപ്പിക്കും.,angry
"ഉദാഹ ര ണ ത്തിന് , ഐക്യ നാ ടു ക ളിൽ, മൂന്നി ല ധി കം യഹോ വ യു ടെ സാക്ഷി ക ളിൽ 1 - ലധികം പേർ ദൈവ രാ ജ്യ ത്തെ ക്കു റി ച്ചുള്ള സുവാർത്ത പ്രസം ഗി ക്കു ക യും മറ്റുള്ള വരെ പഠിപ്പി ക്കു ക യും ചെയ് തി രു ന്നു.",angry
ഒരു ക്രിസ് ത്യാനിക്ക് ഇണയ് ക്ക് പരസ് പരം വിവാഹിതരല്ലെന്ന തോന്നൽ ഉണ്ടാകുന്നത് തെറ്റല്ല.,neutral
"ദൈവം ഈ ലോകത്തിന്റെ ദൈവം അല്ല, ഈ ലോകത്തിന്റെ ദൈവം തന്നെ.",angry
നിങ്ങൾ എപ്പോഴെങ്കിലും ലണ്ടനിൽ പോയിട്ടുണ്ടോ?,angry
അവൻ മരിക്കാൻ ആഗ്രഹിക്കുന്നില്ലെന്ന് ഒരു തെളിവും ഇല്ല.,happy
"അപ്പൊസ് തലനായ പൗലൊസ് എഴുതി: ""നിന്റെ വഴിപാടു യാഗപീഠത്തിങ്കൽ കൊണ്ടുവരുന്നു എങ്കിൽ നിന്റെ സഹോദരന്നു നിന്റെ നേരെ വല്ലതും ഉണ്ടെന്നു അവിടെവെച്ചു ഔർമ്മവന്നാൽ നിന്റെ വഴിപാടു യാഗപീഠത്തിന്റെ മുമ്പിൽ വെച്ചേച്ചു പോക; മുമ്പെ ചെന്നു സഹോദരനോടു നിരന്നുകൊൾക; പിന്നെ വന്നു നിന്റെ വഴിപാടു കഴിക്ക. """,happy
യഹോവയുടെ സാക്ഷികളിൽ ഒരാളായി സ് നാപനമേറ്റപ്പോൾ ഒരു വിധവയുടെ സന്തോഷത്തിന് പ്രതിഫലം ലഭിച്ചു.,happy
"ഇത് മനോഹരമായ കാഴ്ചയാണ്, പക്ഷേ നല്ല ഭംഗിയുള്ള കാഴ്ചയാണ്.",happy
എന്റെ സഹോദരി ഒരു നല്ല സുഹൃത്താണ്.,happy
എ സ് . എ. - യിലെ ഒഹായോയിലുള്ള സീഡാർ പോയിൻറിൽ നടന്ന യഹോവയുടെ സാക്ഷികളുടെ ഒരു കൺവെൻഷനിൽ പങ്കെടുക്കാൻ എനിക്കു കഴിഞ്ഞു.,happy
രാജ്യത്തുണ്ടായ അക്രമത്തെ കുറിച്ച് കേട്ടതായി അദ്ദേഹം പറഞ്ഞു.,neutral
തേങ്ങയ് ക്ക് വൃത്തിയും വെടിപ്പും ഉള്ളതിനാൽ മാത്രമേ തേങ്ങയ് ക്ക് പൂശാൻ സാധിക്കൂ!,happy
വൈകുന്നതിനുമുൻപ് ഒരു കാര്യം സംസാരിക്കുന്നതിൽ തെറ്റൊന്നുമില്ലേ?,neutral
അമ്മാവിയമ്മയുടെ വഴിയിൽ എന്റെ അച്ഛന് വളരെ ഉയരമുണ്ട്.,happy
ദൈവരാജ്യ സുവാർത്തയെ കുറിച്ചുള്ളതിനെക്കാൾ മറ്റുള്ളവരുടെ ക്ഷേമത്തെ കുറിച്ച് ആളുകൾ ഉത് കണ് ഠപ്പെടുന്നു,happy
കഥയുടെ മറുവശത്തെക്കുറിച്ച് സംസാരിക്കാം.,angry
"ഞങ്ങൾക്കു രണ്ടു പുത്രന്മാർ ഉണ്ടു; ഒരുത്തൻ മറുവശത്തു, ഒരുത്തൻ തന്നേ; നമുക്കു നമ്മുടെ രാജ്യത്ത് ആരും ഇല്ല.",angry
"ഇതാ, ആ കാലം വരുന്നു; മനുഷ്യപുത്രൻ സ്വർഗ്ഗത്തിൽ പ്രത്യക്ഷനാകും; മനുഷ്യപുത്രനും മഹാപുരോഹിതന്മാരുടെയും ശാസ്ത്രിമാരുടെയും കയ്യിൽ ഏല്പിക്കപ്പെടും.",happy
2011 ലെ സെൻസസ് പ്രകാരം മഹാരാഷ്ട്രയിൽ ഗ്രാമപഞ്ചായത്ത് രൂപീകൃതമായി. മഹാരാഷ്ട്ര സംസ്ഥാനത്തിലെ നിരവധി ഗ്രാമപഞ്ചായത്തുകൾ നിർമ്മിക്കപ്പെട്ടു.,happy
